zip,year,wildfire
91506,2021,0
91507,2018,0
91507,2019,0
91507,2020,0
91507,2021,0
91508,2018,0
91508,2019,0
91508,2020,0
91508,2021,0
91510,2018,0
91510,2019,0
91510,2020,0
91510,2021,0
91521,2018,0
91521,2019,0
91521,2020,0
91521,2021,0
91522,2018,0
91522,2019,0
91522,2020,0
91522,2021,0
91523,2018,0
91523,2019,0
91523,2020,0
91523,2021,0
91526,2018,0
91526,2019,0
91526,2020,0
91526,2021,0
91601,2018,0
91601,2019,0
91601,2020,0
91601,2021,0
91602,2018,0
91602,2019,0
91602,2020,0
91602,2021,0
91603,2018,0
91603,2019,0
91603,2020,0
91603,2021,0
91604,2018,0
91604,2019,0
91604,2020,0
91604,2021,0
91605,2018,0
91605,2019,0
91605,2020,0
91605,2021,0
91606,2018,0
91606,2019,0
91606,2020,0
91606,2021,0
91607,2018,0
91607,2019,0
91607,2020,0
91607,2021,0
91608,2018,0
91608,2019,0
91608,2020,0
91608,2021,0
91609,2018,0
91609,2019,0
91609,2020,0
91609,2021,0
91610,2018,0
91610,2019,0
91610,2020,0
91610,2021,0
91611,2018,0
91611,2019,0
91611,2020,0
91611,2021,0
91612,2018,0
91612,2019,0
91612,2020,0
91612,2021,0
91614,2018,0
91614,2019,0
91614,2020,0
91614,2021,0
91615,2018,0
91615,2019,0
91615,2020,0
91615,2021,0
91616,2018,0
91616,2019,0
91616,2020,0
91616,2021,0
91617,2018,0
91617,2019,0
91617,2020,0
91617,2021,0
91618,2018,0
91618,2019,0
91618,2020,0
91618,2021,0
91701,2018,0
91701,2019,0
91701,2020,0
91701,2021,0
91702,2018,1
91702,2019,0
91702,2020,1
91702,2021,0
91706,2018,0
91706,2019,0
91706,2020,0
91706,2021,0
91708,2018,0
91708,2019,0
91708,2020,0
91708,2021,0
91709,2018,0
91709,2019,0
91709,2020,1
91709,2021,0
91710,2018,0
91710,2019,0
91710,2020,0
91710,2021,0
91711,2018,0
91711,2019,0
91711,2020,0
91711,2021,0
91714,2018,0
91714,2019,0
91714,2020,0
91714,2021,0
91715,2018,0
91715,2019,0
91715,2020,0
91715,2021,0
91716,2018,0
91716,2019,0
91716,2020,0
91716,2021,0
91722,2018,0
91722,2019,0
91722,2020,0
91722,2021,0
91723,2018,0
91723,2019,0
91723,2020,0
91723,2021,0
91724,2018,0
91724,2019,0
91724,2020,0
91724,2021,0
91729,2018,0
91729,2019,0
91729,2020,0
91729,2021,0
91730,2018,0
91730,2019,0
91730,2020,0
91730,2021,0
91731,2018,0
91731,2019,0
91731,2020,0
91731,2021,0
91732,2018,0
91732,2019,0
91732,2020,0
91732,2021,0
91733,2018,0
91733,2019,0
91733,2020,0
91733,2021,0
91734,2018,0
91734,2019,0
91734,2020,0
91734,2021,0
91735,2018,0
91735,2019,0
91735,2020,0
91735,2021,0
91737,2018,0
91737,2019,0
91737,2020,0
91737,2021,0
91739,2018,0
91739,2019,0
91739,2020,0
91739,2021,0
91740,2018,0
91740,2019,0
91740,2020,0
91740,2021,0
91741,2018,0
91741,2019,0
91741,2020,1
91741,2021,1
91743,2018,0
91743,2019,0
91743,2020,0
91743,2021,0
91744,2018,0
91744,2019,0
91744,2020,0
91744,2021,0
91745,2018,1
91745,2019,0
91745,2020,1
91745,2021,0
91746,2018,0
91746,2019,0
91746,2020,0
91746,2021,0
91747,2018,0
91747,2019,0
91747,2020,0
91747,2021,0
91748,2018,1
91748,2019,0
91748,2020,1
91748,2021,0
91749,2018,0
91749,2019,0
91749,2020,0
91749,2021,0
91750,2018,0
91750,2019,0
91750,2020,0
91750,2021,0
91752,2018,0
91752,2019,0
91752,2020,0
91752,2021,0
91754,2018,0
91754,2019,0
91754,2020,0
91754,2021,0
91755,2018,0
91755,2019,0
91755,2020,0
91755,2021,0
91756,2018,0
91756,2019,0
91756,2020,0
91756,2021,0
91758,2018,0
91758,2019,0
91758,2020,0
91758,2021,0
91759,2018,1
91759,2019,0
91759,2020,0
91759,2021,1
91761,2018,0
91761,2019,0
91761,2020,0
91761,2021,0
91762,2018,0
91762,2019,0
91762,2020,0
91762,2021,0
91763,2018,0
91763,2019,0
91763,2020,0
91763,2021,0
91764,2018,0
91764,2019,0
91764,2020,0
91764,2021,0
91765,2018,0
91765,2019,0
91765,2020,0
91765,2021,1
91766,2018,0
91766,2019,0
91766,2020,0
91766,2021,0
91767,2018,0
91767,2019,0
91767,2020,0
91767,2021,0
91768,2018,0
91768,2019,0
91768,2020,0
91768,2021,0
91769,2018,0
91769,2019,0
91769,2020,0
91769,2021,0
91770,2018,0
91770,2019,0
91770,2020,0
91770,2021,0
91771,2018,0
91771,2019,0
91771,2020,0
91771,2021,0
91772,2018,0
91772,2019,0
91772,2020,0
91772,2021,0
91773,2018,0
91773,2019,0
91773,2020,1
91773,2021,1
91775,2018,0
91775,2019,0
91775,2020,0
91775,2021,0
91776,2018,0
91776,2019,0
91776,2020,0
91776,2021,0
91778,2018,0
91778,2019,0
91778,2020,0
91778,2021,0
91780,2018,0
91780,2019,0
91780,2020,0
91780,2021,0
91784,2018,0
91784,2019,0
91784,2020,0
91784,2021,0
91785,2018,0
91785,2019,0
91785,2020,0
91785,2021,0
91786,2018,0
91786,2019,0
91786,2020,0
91786,2021,0
91788,2018,0
91788,2019,0
91788,2020,0
91788,2021,0
91789,2018,0
91789,2019,0
91789,2020,0
91789,2021,0
91790,2018,0
91790,2019,0
91790,2020,0
91790,2021,0
91791,2018,0
91791,2019,0
91791,2020,0
91791,2021,0
91792,2018,0
91792,2019,0
91792,2020,0
91792,2021,0
91793,2018,0
91793,2019,0
91793,2020,0
91793,2021,0
91801,2018,0
91801,2019,0
91801,2020,0
91801,2021,0
91802,2018,0
91802,2019,0
91802,2020,0
91802,2021,0
91803,2018,0
91803,2019,0
91803,2020,0
91803,2021,0
91804,2018,0
91804,2019,0
91804,2020,0
91804,2021,0
91896,2018,0
91896,2019,0
91896,2020,0
91896,2021,0
91899,2018,0
91899,2019,0
91899,2020,0
91899,2021,0
91901,2018,1
91901,2019,0
91901,2020,1
91901,2021,1
91902,2018,0
91902,2019,0
91902,2020,0
91902,2021,1
91903,2018,0
91903,2019,0
91903,2020,0
91903,2021,0
91905,2018,0
91905,2019,1
91905,2020,0
91905,2021,1
91906,2018,1
91906,2019,0
91906,2020,0
91906,2021,1
91908,2018,0
91908,2019,0
91908,2020,0
91908,2021,0
91909,2018,0
91909,2019,0
91909,2020,0
91909,2021,0
91910,2018,0
91910,2019,0
91910,2020,0
91910,2021,0
91911,2018,0
91911,2019,0
91911,2020,0
91911,2021,0
91912,2018,0
91912,2019,0
91912,2020,0
91912,2021,0
91913,2018,0
91913,2019,0
91913,2020,0
91913,2021,0
91914,2018,1
91914,2019,1
91914,2020,0
91914,2021,1
91915,2018,0
91915,2019,0
91915,2020,0
91915,2021,0
91916,2018,0
91916,2019,1
91916,2020,0
91916,2021,1
91917,2018,1
91917,2019,1
91917,2020,1
91917,2021,1
91921,2018,0
91921,2019,0
91921,2020,0
91921,2021,0
91931,2018,0
91931,2019,0
91931,2020,0
91931,2021,0
91932,2018,0
91932,2019,0
91932,2020,0
91932,2021,0
91933,2018,0
91933,2019,0
91933,2020,0
91933,2021,0
91934,2018,0
91934,2019,0
91934,2020,0
91934,2021,0
91935,2018,0
91935,2019,0
91935,2020,1
91935,2021,0
91941,2018,0
91941,2019,0
91941,2020,0
91941,2021,0
91942,2018,0
91942,2019,0
91942,2020,0
91942,2021,0
91943,2018,0
91943,2019,0
91943,2020,0
91943,2021,0
91944,2018,0
91944,2019,0
91944,2020,0
91944,2021,0
91945,2018,0
91945,2019,0
91945,2020,0
91945,2021,0
91946,2018,0
91946,2019,0
91946,2020,0
91946,2021,0
91948,2018,0
91948,2019,0
91948,2020,0
91948,2021,1
91950,2018,0
91950,2019,0
91950,2020,0
91950,2021,0
91951,2018,0
91951,2019,0
91951,2020,0
91951,2021,0
91962,2018,0
91962,2019,0
91962,2020,0
91962,2021,0
91963,2018,0
91963,2019,0
91963,2020,0
91963,2021,0
91976,2018,0
91976,2019,0
91976,2020,0
91976,2021,0
91977,2018,0
91977,2019,0
91977,2020,0
91977,2021,0
91978,2018,0
91978,2019,0
91978,2020,0
91978,2021,1
91979,2018,0
91979,2019,0
91979,2020,0
91979,2021,0
91980,2018,0
91980,2019,0
91980,2020,0
91980,2021,0
91987,2018,0
91987,2019,0
91987,2020,0
91987,2021,0
92003,2018,0
92003,2019,0
92003,2020,0
92003,2021,0
92004,2018,0
92004,2019,0
92004,2020,0
92004,2021,0
92007,2018,0
92007,2019,0
92007,2020,0
92007,2021,0
92008,2018,0
92008,2019,0
92008,2020,0
92008,2021,0
92009,2018,0
92009,2019,0
92009,2020,0
92009,2021,0
92010,2018,0
92010,2019,0
92010,2020,0
92010,2021,0
92011,2018,0
92011,2019,0
92011,2020,0
92011,2021,0
92013,2018,0
92013,2019,0
92013,2020,0
92013,2021,0
92014,2018,0
92014,2019,0
92014,2020,0
92014,2021,0
92018,2018,0
92018,2019,0
92018,2020,0
92018,2021,0
92019,2018,0
92019,2019,1
92019,2020,1
92019,2021,0
92020,2018,0
92020,2019,0
92020,2020,0
92020,2021,0
92021,2018,0
92021,2019,0
92021,2020,0
92021,2021,0
92022,2018,0
92022,2019,0
92022,2020,0
92022,2021,0
92023,2018,0
92023,2019,0
92023,2020,0
92023,2021,0
92024,2018,0
92024,2019,0
92024,2020,0
92024,2021,0
92025,2018,0
92025,2019,0
92025,2020,0
92025,2021,0
92026,2018,0
92026,2019,0
92026,2020,0
92026,2021,0
92027,2018,0
92027,2019,0
92027,2020,0
92027,2021,1
92028,2018,1
92028,2019,0
92028,2020,1
92028,2021,1
92029,2018,0
92029,2019,0
92029,2020,0
92029,2021,0
92030,2018,0
92030,2019,0
92030,2020,0
92030,2021,0
92033,2018,0
92033,2019,0
92033,2020,0
92033,2021,0
92036,2018,0
92036,2019,0
92036,2020,0
92036,2021,1
92037,2018,0
92037,2019,0
92037,2020,0
92037,2021,0
92038,2018,0
92038,2019,0
92038,2020,0
92038,2021,0
92039,2018,0
92039,2019,0
92039,2020,0
92039,2021,0
92040,2018,0
92040,2019,1
92040,2020,0
92040,2021,0
92046,2018,0
92046,2019,0
92046,2020,0
92046,2021,0
92049,2018,0
92049,2019,0
92049,2020,0
92049,2021,0
92051,2018,0
92051,2019,0
92051,2020,0
92051,2021,0
92052,2018,0
92052,2019,0
92052,2020,0
92052,2021,0
92054,2018,0
92054,2019,0
92054,2020,0
92054,2021,0
92055,2018,1
92055,2019,0
92055,2020,0
92055,2021,1
92056,2018,0
92056,2019,0
92056,2020,0
92056,2021,0
92057,2018,0
92057,2019,0
92057,2020,0
92057,2021,0
92058,2018,0
92058,2019,0
92058,2020,1
92058,2021,0
92059,2018,1
92059,2019,0
92059,2020,0
92059,2021,0
92060,2018,0
92060,2019,0
92060,2020,0
92060,2021,0
92061,2018,0
92061,2019,1
92061,2020,0
92061,2021,0
92064,2018,0
92064,2019,0
92064,2020,0
92064,2021,0
92065,2018,1
92065,2019,1
92065,2020,0
92065,2021,0
92066,2018,0
92066,2019,0
92066,2020,0
92066,2021,0
92067,2018,0
92067,2019,0
92067,2020,0
92067,2021,0
92068,2018,0
92068,2019,0
92068,2020,0
92068,2021,0
92069,2018,0
92069,2019,0
92069,2020,0
92069,2021,0
92070,2018,0
92070,2019,1
92070,2020,0
92070,2021,1
92071,2018,0
92071,2019,0
92071,2020,0
92071,2021,0
92072,2018,0
92072,2019,0
92072,2020,0
92072,2021,0
92074,2018,0
92074,2019,0
92074,2020,0
92074,2021,0
92075,2018,0
92075,2019,0
92075,2020,0
92075,2021,0
92078,2018,0
92078,2019,0
92078,2020,0
92078,2021,0
92079,2018,0
92079,2019,0
92079,2020,0
92079,2021,0
92081,2018,0
92081,2019,0
92081,2020,0
92081,2021,0
92082,2018,0
92082,2019,1
92082,2020,0
92082,2021,1
92083,2018,0
92083,2019,0
92083,2020,0
92083,2021,0
92084,2018,0
92084,2019,0
92084,2020,0
92084,2021,0
92085,2018,0
92085,2019,0
92085,2020,0
92085,2021,0
92086,2018,0
92086,2019,1
92086,2020,0
92086,2021,0
92088,2018,0
92088,2019,0
92088,2020,0
92088,2021,0
92091,2018,0
92091,2019,0
92091,2020,0
92091,2021,0
92092,2018,0
92092,2019,0
92092,2020,0
92092,2021,0
92093,2018,0
92093,2019,0
92093,2020,0
92093,2021,0
92096,2018,0
92096,2019,0
92096,2020,0
92096,2021,0
92101,2018,0
92101,2019,0
92101,2020,0
92101,2021,0
92102,2018,0
92102,2019,0
92102,2020,0
92102,2021,0
92103,2018,0
92103,2019,0
92103,2020,0
92103,2021,0
92104,2018,0
92104,2019,0
92104,2020,0
92104,2021,0
92105,2018,0
92105,2019,0
92105,2020,0
92105,2021,0
92106,2018,0
92106,2019,0
92106,2020,0
92106,2021,0
92107,2018,0
92107,2019,0
92107,2020,0
92107,2021,0
92108,2018,0
92108,2019,0
92108,2020,0
92108,2021,0
92109,2018,0
92109,2019,0
92109,2020,0
92109,2021,0
92110,2018,0
92110,2019,0
92110,2020,0
92110,2021,0
92111,2018,0
92111,2019,0
92111,2020,0
92111,2021,0
92112,2018,0
92112,2019,0
92112,2020,0
92112,2021,0
92113,2018,0
92113,2019,0
92113,2020,0
92113,2021,0
92114,2018,0
92114,2019,0
92114,2020,0
92114,2021,0
92115,2018,0
92115,2019,0
92115,2020,0
92115,2021,0
92116,2018,0
92116,2019,0
92116,2020,0
92116,2021,0
92117,2018,0
92117,2019,0
92117,2020,0
92117,2021,0
92118,2018,0
92118,2019,0
92118,2020,0
92118,2021,0
92119,2018,0
92119,2019,0
92119,2020,0
92119,2021,0
92120,2018,0
92120,2019,0
92120,2020,0
92120,2021,0
92121,2018,0
92121,2019,0
92121,2020,0
92121,2021,0
92122,2018,0
92122,2019,0
92122,2020,0
92122,2021,0
92123,2018,0
92123,2019,0
92123,2020,0
92123,2021,0
92124,2018,0
92124,2019,0
92124,2020,0
92124,2021,0
92126,2018,0
92126,2019,0
92126,2020,0
92126,2021,0
92127,2018,0
92127,2019,0
92127,2020,0
92127,2021,0
92128,2018,0
92128,2019,0
92128,2020,0
92128,2021,0
92129,2018,0
92129,2019,0
92129,2020,0
92129,2021,0
92130,2018,0
92130,2019,0
92130,2020,0
92130,2021,0
92131,2018,0
92131,2019,0
92131,2020,0
92131,2021,0
92132,2018,0
92132,2019,0
92132,2020,0
92132,2021,0
92134,2018,0
92134,2019,0
92134,2020,0
92134,2021,0
92135,2018,0
92135,2019,0
92135,2020,0
92135,2021,0
92136,2018,0
92136,2019,0
92136,2020,0
92136,2021,0
92137,2018,0
92137,2019,0
92137,2020,0
92137,2021,0
92138,2018,0
92138,2019,0
92138,2020,0
92138,2021,0
92139,2018,0
92139,2019,0
92139,2020,0
92139,2021,0
92140,2018,0
92140,2019,0
92140,2020,0
92140,2021,0
92142,2018,0
92142,2019,0
92142,2020,0
92142,2021,0
92143,2018,0
92143,2019,0
92143,2020,0
92143,2021,0
92145,2018,0
92145,2019,0
92145,2020,0
92145,2021,0
92147,2018,0
92147,2019,0
92147,2020,0
92147,2021,0
92149,2018,0
92149,2019,0
92149,2020,0
92149,2021,0
92150,2018,0
92150,2019,0
92150,2020,0
92150,2021,0
92152,2018,0
92152,2019,0
92152,2020,0
92152,2021,0
92153,2018,0
92153,2019,0
92153,2020,0
92153,2021,0
92154,2018,1
92154,2019,1
92154,2020,0
92154,2021,1
92155,2018,0
92155,2019,0
92155,2020,0
92155,2021,0
92158,2018,0
92158,2019,0
92158,2020,0
92158,2021,0
92159,2018,0
92159,2019,0
92159,2020,0
92159,2021,0
92160,2018,0
92160,2019,0
92160,2020,0
92160,2021,0
92161,2018,0
92161,2019,0
92161,2020,0
92161,2021,0
92163,2018,0
92163,2019,0
92163,2020,0
92163,2021,0
92165,2018,0
92165,2019,0
92165,2020,0
92165,2021,0
92166,2018,0
92166,2019,0
92166,2020,0
92166,2021,0
92167,2018,0
92167,2019,0
92167,2020,0
92167,2021,0
92168,2018,0
92168,2019,0
92168,2020,0
92168,2021,0
92169,2018,0
92169,2019,0
92169,2020,0
92169,2021,0
92170,2018,0
92170,2019,0
92170,2020,0
92170,2021,0
92171,2018,0
92171,2019,0
92171,2020,0
92171,2021,0
92172,2018,0
92172,2019,0
92172,2020,0
92172,2021,0
92173,2018,0
92173,2019,0
92173,2020,0
92173,2021,0
92174,2018,0
92174,2019,0
92174,2020,0
92174,2021,0
92175,2018,0
92175,2019,0
92175,2020,0
92175,2021,0
92176,2018,0
92176,2019,0
92176,2020,0
92176,2021,0
92177,2018,0
92177,2019,0
92177,2020,0
92177,2021,0
92178,2018,0
92178,2019,0
92178,2020,0
92178,2021,0
92179,2018,0
92179,2019,0
92179,2020,0
92179,2021,0
92182,2018,0
92182,2019,0
92182,2020,0
92182,2021,0
92186,2018,0
92186,2019,0
92186,2020,0
92186,2021,0
92187,2018,0
92187,2019,0
92187,2020,0
92187,2021,0
92190,2018,0
92190,2019,0
92190,2020,0
92190,2021,0
92191,2018,0
92191,2019,0
92191,2020,0
92191,2021,0
92192,2018,0
92192,2019,0
92192,2020,0
92192,2021,0
92193,2018,0
92193,2019,0
92193,2020,0
92193,2021,0
92195,2018,0
92195,2019,0
92195,2020,0
92195,2021,0
92196,2018,0
92196,2019,0
92196,2020,0
92196,2021,0
92197,2018,0
92197,2019,0
92197,2020,0
92197,2021,0
92198,2018,0
92198,2019,0
92198,2020,0
92198,2021,0
92199,2018,0
92199,2019,0
92199,2020,0
92199,2021,0
92201,2018,0
92201,2019,0
92201,2020,0
92201,2021,0
92202,2018,0
92202,2019,0
92202,2020,0
92202,2021,0
92203,2018,0
92203,2019,0
92203,2020,0
92203,2021,0
92210,2018,0
92210,2019,0
92210,2020,0
92210,2021,0
92211,2018,0
92211,2019,0
92211,2020,0
92211,2021,0
92220,2018,0
92220,2019,0
92220,2020,1
92220,2021,1
92222,2018,0
92222,2019,0
92222,2020,0
92222,2021,0
92223,2018,0
92223,2019,0
92223,2020,0
92223,2021,0
92225,2018,0
92225,2019,0
92225,2020,0
92225,2021,0
92226,2018,0
92226,2019,0
92226,2020,0
92226,2021,0
92227,2018,0
92227,2019,1
92227,2020,0
92227,2021,0
92230,2018,0
92230,2019,0
92230,2020,0
92230,2021,0
92231,2018,0
92231,2019,0
92231,2020,0
92231,2021,1
92232,2018,0
92232,2019,0
92232,2020,0
92232,2021,0
92233,2018,0
92233,2019,0
92233,2020,0
92233,2021,0
92234,2018,0
92234,2019,0
92234,2020,0
92234,2021,0
92235,2018,0
92235,2019,0
92235,2020,0
92235,2021,0
92236,2018,0
92236,2019,0
92236,2020,0
92236,2021,0
92239,2018,0
92239,2019,0
92239,2020,0
92239,2021,0
92240,2018,0
92240,2019,0
92240,2020,0
92240,2021,0
92241,2018,0
92241,2019,0
92241,2020,0
92241,2021,0
92242,2018,0
92242,2019,0
92242,2020,0
92242,2021,0
92243,2018,0
92243,2019,0
92243,2020,0
92243,2021,0
92244,2018,0
92244,2019,0
92244,2020,0
92244,2021,0
92247,2018,0
92247,2019,0
92247,2020,0
92247,2021,0
92248,2018,0
92248,2019,0
92248,2020,0
92248,2021,0
92249,2018,0
92249,2019,0
92249,2020,0
92249,2021,0
92250,2018,0
92250,2019,0
92250,2020,0
92250,2021,1
92251,2018,0
92251,2019,0
92251,2020,0
92251,2021,0
92252,2018,0
92252,2019,0
92252,2020,0
92252,2021,0
92253,2018,0
92253,2019,0
92253,2020,0
92253,2021,0
92254,2018,0
92254,2019,1
92254,2020,0
92254,2021,0
92255,2018,0
92255,2019,0
92255,2020,0
92255,2021,0
92256,2018,0
92256,2019,0
92256,2020,0
92256,2021,0
92257,2018,0
92257,2019,0
92257,2020,0
92257,2021,1
92258,2018,0
92258,2019,0
92258,2020,0
92258,2021,0
92259,2018,0
92259,2019,0
92259,2020,1
92259,2021,0
92260,2018,0
92260,2019,0
92260,2020,0
92260,2021,0
92261,2018,0
92261,2019,0
92261,2020,0
92261,2021,0
92262,2018,0
92262,2019,1
92262,2020,1
92262,2021,0
92263,2018,0
92263,2019,0
92263,2020,0
92263,2021,0
92264,2018,1
92264,2019,0
92264,2020,1
92264,2021,0
92266,2018,0
92266,2019,0
92266,2020,0
92266,2021,0
92267,2018,0
92267,2019,0
92267,2020,1
92267,2021,0
92268,2018,0
92268,2019,0
92268,2020,0
92268,2021,0
92270,2018,0
92270,2019,0
92270,2020,0
92270,2021,0
92273,2018,0
92273,2019,0
92273,2020,0
92273,2021,0
92274,2018,1
92274,2019,0
92274,2020,0
92274,2021,0
92275,2018,0
92275,2019,0
92275,2020,0
92275,2021,0
92276,2018,0
92276,2019,0
92276,2020,0
92276,2021,0
92277,2018,0
92277,2019,0
92277,2020,0
92277,2021,0
92278,2018,0
92278,2019,0
92278,2020,0
92278,2021,0
92280,2018,0
92280,2019,0
92280,2020,0
92280,2021,0
92281,2018,0
92281,2019,0
92281,2020,0
92281,2021,0
92282,2018,0
92282,2019,0
92282,2020,1
92282,2021,0
92283,2018,0
92283,2019,0
92283,2020,0
92283,2021,0
92284,2018,0
92284,2019,0
92284,2020,0
92284,2021,0
92285,2018,0
92285,2019,0
92285,2020,0
92285,2021,0
92286,2018,0
92286,2019,0
92286,2020,0
92286,2021,0
92301,2018,0
92301,2019,0
92301,2020,0
92301,2021,0
92304,2018,0
92304,2019,0
92304,2020,0
92304,2021,0
92305,2018,0
92305,2019,0
92305,2020,0
92305,2021,0
92307,2018,0
92307,2019,1
92307,2020,1
92307,2021,1
92308,2018,0
92308,2019,0
92308,2020,0
92308,2021,0
92309,2018,0
92309,2019,0
92309,2020,0
92309,2021,0
92310,2018,0
92310,2019,0
92310,2020,0
92310,2021,0
92311,2018,0
92311,2019,0
92311,2020,0
92311,2021,0
92312,2018,0
92312,2019,0
92312,2020,0
92312,2021,0
92313,2018,0
92313,2019,0
92313,2020,0
92313,2021,0
92314,2018,0
92314,2019,0
92314,2020,0
92314,2021,0
92315,2018,0
92315,2019,0
92315,2020,0
92315,2021,0
92316,2018,0
92316,2019,0
92316,2020,0
92316,2021,0
92317,2018,0
92317,2019,0
92317,2020,0
92317,2021,0
92318,2018,0
92318,2019,0
92318,2020,0
92318,2021,0
92320,2018,0
92320,2019,1
92320,2020,0
92320,2021,0
92321,2018,0
92321,2019,0
92321,2020,0
92321,2021,0
92322,2018,0
92322,2019,0
92322,2020,0
92322,2021,0
92323,2018,0
92323,2019,0
92323,2020,0
92323,2021,0
92324,2018,0
92324,2019,0
92324,2020,0
92324,2021,0
92325,2018,0
92325,2019,0
92325,2020,0
92325,2021,0
92327,2018,0
92327,2019,0
92327,2020,0
92327,2021,0
92328,2018,0
92328,2019,0
92328,2020,0
92328,2021,0
92329,2018,0
92329,2019,0
92329,2020,0
92329,2021,0
92331,2018,0
92331,2019,0
92331,2020,0
92331,2021,0
92332,2018,0
92332,2019,0
92332,2020,1
92332,2021,1
92333,2018,0
92333,2019,0
92333,2020,0
92333,2021,0
92334,2018,0
92334,2019,0
92334,2020,0
92334,2021,0
92335,2018,0
92335,2019,0
92335,2020,0
92335,2021,0
92336,2018,0
92336,2019,0
92336,2020,1
92336,2021,0
92337,2018,0
92337,2019,0
92337,2020,0
92337,2021,0
92338,2018,0
92338,2019,0
92338,2020,0
92338,2021,0
92339,2018,1
92339,2019,0
92339,2020,1
92339,2021,0
92340,2018,0
92340,2019,0
92340,2020,0
92340,2021,0
92341,2018,0
92341,2019,0
92341,2020,0
92341,2021,0
92342,2018,0
92342,2019,0
92342,2020,0
92342,2021,0
92344,2018,0
92344,2019,0
92344,2020,0
92344,2021,1
92345,2018,0
92345,2019,0
92345,2020,0
92345,2021,0
92346,2018,1
92346,2019,0
92346,2020,1
92346,2021,0
92347,2018,0
92347,2019,0
92347,2020,0
92347,2021,0
92350,2018,0
92350,2019,0
92350,2020,0
92350,2021,0
92352,2018,0
92352,2019,0
92352,2020,0
92352,2021,0
92354,2018,0
92354,2019,0
92354,2020,0
92354,2021,0
92356,2018,0
92356,2019,0
92356,2020,1
92356,2021,0
92357,2018,0
92357,2019,0
92357,2020,0
92357,2021,0
92358,2018,0
92358,2019,0
92358,2020,0
92358,2021,1
92359,2018,0
92359,2019,0
92359,2020,1
92359,2021,0
92363,2018,0
92363,2019,0
92363,2020,0
92363,2021,0
92364,2018,0
92364,2019,1
92364,2020,1
92364,2021,1
92365,2018,0
92365,2019,0
92365,2020,0
92365,2021,0
92366,2018,0
92366,2019,0
92366,2020,0
92366,2021,0
92368,2018,0
92368,2019,0
92368,2020,0
92368,2021,0
92369,2018,0
92369,2019,0
92369,2020,0
92369,2021,0
92371,2018,0
92371,2019,0
92371,2020,0
92371,2021,0
92372,2018,0
92372,2019,0
92372,2020,0
92372,2021,0
92373,2018,0
92373,2019,0
92373,2020,1
92373,2021,0
92374,2018,0
92374,2019,0
92374,2020,0
92374,2021,0
92375,2018,0
92375,2019,0
92375,2020,0
92375,2021,0
92376,2018,0
92376,2019,0
92376,2020,0
92376,2021,0
92377,2018,0
92377,2019,0
92377,2020,0
92377,2021,0
92378,2018,0
92378,2019,0
92378,2020,0
92378,2021,0
92382,2018,1
92382,2019,0
92382,2020,1
92382,2021,0
92384,2018,0
92384,2019,0
92384,2020,0
92384,2021,0
92385,2018,0
92385,2019,0
92385,2020,0
92385,2021,0
92386,2018,0
92386,2019,0
92386,2020,0
92386,2021,0
92389,2018,0
92389,2019,0
92389,2020,0
92389,2021,1
92391,2018,0
92391,2019,0
92391,2020,0
92391,2021,0
92392,2018,0
92392,2019,0
92392,2020,0
92392,2021,0
92393,2018,0
92393,2019,0
92393,2020,0
92393,2021,0
92394,2018,0
92394,2019,0
92394,2020,0
92394,2021,0
92395,2018,0
92395,2019,0
92395,2020,0
92395,2021,0
92397,2018,0
92397,2019,0
92397,2020,0
92397,2021,0
92398,2018,0
92398,2019,0
92398,2020,0
92398,2021,0
92399,2018,0
92399,2019,0
92399,2020,0
92399,2021,0
92401,2018,0
92401,2019,0
92401,2020,0
92401,2021,0
92402,2018,0
92402,2019,0
92402,2020,0
92402,2021,0
92403,2018,0
92403,2019,0
92403,2020,0
92403,2021,0
92404,2018,1
92404,2019,0
92404,2020,0
92404,2021,1
92405,2018,0
92405,2019,0
92405,2020,0
92405,2021,0
92406,2018,0
92406,2019,0
92406,2020,0
92406,2021,0
92407,2018,1
92407,2019,1
92407,2020,1
92407,2021,1
92408,2018,0
92408,2019,0
92408,2020,0
92408,2021,0
92410,2018,0
92410,2019,0
92410,2020,0
92410,2021,0
92411,2018,0
92411,2019,0
92411,2020,0
92411,2021,0
92413,2018,0
92413,2019,0
92413,2020,0
92413,2021,0
92415,2018,0
92415,2019,0
92415,2020,0
92415,2021,0
92418,2018,0
92418,2019,0
92418,2020,0
92418,2021,0
92423,2018,0
92423,2019,0
92423,2020,0
92423,2021,0
92427,2018,0
92427,2019,0
92427,2020,0
92427,2021,0
92501,2018,0
92501,2019,0
92501,2020,0
92501,2021,0
92502,2018,0
92502,2019,0
92502,2020,0
92502,2021,0
92503,2018,0
92503,2019,0
92503,2020,1
92503,2021,0
92504,2018,0
92504,2019,0
92504,2020,0
92504,2021,0
92505,2018,0
92505,2019,0
92505,2020,0
92505,2021,0
92506,2018,0
92506,2019,0
92506,2020,0
92506,2021,0
92507,2018,0
92507,2019,0
92507,2020,0
92507,2021,0
92508,2018,0
92508,2019,0
92508,2020,0
92508,2021,0
92509,2018,0
92509,2019,1
92509,2020,0
92509,2021,0
92513,2018,0
92513,2019,0
92513,2020,0
92513,2021,0
92514,2018,0
92514,2019,0
92514,2020,0
92514,2021,0
92515,2018,0
92515,2019,0
92515,2020,0
92515,2021,0
92516,2018,0
92516,2019,0
92516,2020,0
